Optic_TM;Th;Color;Lines;TO;TO_dens;Roll;NewGroup;NewCombo;Quant;Vs;Downtime
;15,00;7;9;1;38,46;400;0;;105,48;7,02;0,12
;15,00;5;8;2;27,78;480;1;1;62,36;5,82;0,16
;15,00;8;4;2;13,23;560;1;1;27,50;4,98;0,18
;15,00;8;4;2;16,03;480;1;1;27,10;4,32;0,05
;15,00;6;6;1;27,70;380;1;1;12,55;3,60;
;15,00;7;5;1;20,66;440;1;1;13,78;3,66;0,13
;15,00;8;5;2;20,00;400;0;1;51,91;5,94;0,17
;15,00;7;5;3;20,00;400;1;1;27,72;7,26;
;15,00;7;9;1;38,46;400;0;1;12,44;1,92;0,44
;15,00;7;9;1;38,46;400;0;;16,83;3,90;0,23
;15,00;7;9;1;38,46;400;0;;45,03;8,34;
;15,00;7;9;1;38,46;400;0;;48,15;4,14;0,58
;15,00;8;5;2;20,00;400;0;1;39,13;4,86;0,46
;15,00;8;5;2;20,00;400;0;1;31,57;8,04;
;15,00;8;5;4;20,00;400;0;1;136,79;9,72;0,25
;15,00;7;6;1;21,65;440;0;1;23,82;4,38;0,28
;15,00;7;6;1;21,65;440;0;;15,08;4,20;0,23
;15,00;6;8;1;27,78;480;0;1;15,51;2,16;0,47
;20,00;5;5;1;20,66;440;0;;13,17;5,46;
;20,00;1;14;1;148,15;360;1;1;0,56;1,44;
;20,00;7;4;4;16,03;480;1;1;46,10;7,68;
;20,00;1;14;1;140,35;380;0;;0,83;1,98;
;20,00;1;5;1;20,16;620;1;1;0,18;0,12;0,68
;20,00;9;4;2;24,51;510;0;1;20,98;3,06;0,24
;20,00;7;4;2;24,51;510;1;1;27,93;4,38;0,31
1;20,00;10;3;1;10,42;600;0;;11,93;3,78;
1;20,00;10;3;1;10,42;600;0;;18,16;4,20;
1;20,00;1;3;1;11,90;480;1;1;0,47;1,14;
1;20,00;10;3;1;10,42;600;0;1;17,41;3,42;0,10
1;20,00;10;3;1;10,42;600;0;1;27,38;7,32;
1;20,00;10;3;1;10,42;600;0;1;53,63;5,64;0,23
1;20,00;10;3;1;10,42;600;0;;11,57;1,86;0,45
1;20,00;10;3;1;7,58;660;1;1;4,78;0,84;0,14
1;20,00;6;3;2;9,92;480;1;1;10,36;1,20;0,69
1;20,00;10;3;1;10,42;600;0;1;26,97;3,30;0,41
1;20,00;6;3;3;10,82;440;1;1;9,79;1,86;0,52
1;20,00;1;3;1;11,26;480;1;1;1,16;0,72;0,60
1;20,00;10;3;1;8,33;600;0;;5,01;0,78;0,45
1;20,00;10;3;1;8,33;600;1;1;5,63;1,98;
1;20,00;10;3;1;8,33;600;0;;5,28;2,04;
1;20,00;10;3;1;10,42;600;0;1;18,92;5,40;
1;20,00;10;3;1;10,42;600;1;1;5,71;0,90;0,14
1;20,00;10;3;1;10,42;600;0;;17,81;4,56;
1;20,00;10;3;1;10,42;600;0;;35,10;4,50;0,27
1;20,00;10;3;1;10,42;600;0;;37,20;8,58;
1;20,00;10;3;1;10,42;600;1;1;5,57;1,56;
1;20,00;10;3;1;10,42;600;1;1;5,88;1,86;
1;20,00;10;3;1;10,42;600;1;1;5,62;1,44;
1;20,00;10;3;1;8,33;600;1;1;5,78;1,86;
1;20,00;10;3;1;10,42;600;0;;28,70;7,68;
1;20,00;10;3;1;10,42;600;0;;28,09;5,10;
1;20,00;10;3;1;10,42;600;0;;51,90;7,08;0,09
1;20,00;10;3;1;10,42;600;0;1;25,97;5,88;
1;20,00;10;3;1;10,42;600;0;;19,74;4,92;
1;20,00;10;3;1;10,42;600;0;;36,25;5,70;0,18
;10,00;3;4;1;23,15;360;1;1;11,97;1,92;0,66
;10,00;4;4;2;23,15;360;0;1;26,34;9,90;
;20,00;2;3;1;16,10;460;1;1;0,26;0,78;
;23,00;2;3;1;12,40;480;1;1;0,51;0,42;
;30,00;9;2;2;8,55;520;1;1;9,88;1,98;0,30
;30,00;9;2;2;8,55;520;0;;16,00;2,76;0,29
;30,00;9;2;2;8,55;520;0;;16,20;3,90;
;30,00;2;6;1;98,04;360;0;1;0,29;0,30;0,50
;30,00;2;4;1;46,30;360;1;1;0,25;0,78;
;30,00;2;3;1;30,30;440;0;1;0,25;0,06;0,91
;30,00;9;2;2;8,55;520;0;;16,83;3,18;0,19
;30,00;9;2;2;8,55;520;0;;17,15;3,90;
;30,00;8;4;2;46,30;360;0;1;57,79;8,88;0,15
;30,00;8;7;1;98,04;360;0;1;71,86;12,00;
;30,00;8;4;1;30,30;440;0;1;29,93;7,32;
;30,00;9;2;2;8,55;520;1;1;10,28;1,86;0,40
;30,00;9;2;2;8,55;520;0;;16,40;4,08;
;30,00;9;2;2;8,55;520;0;;15,92;4,44;
;30,00;8;2;1;8,55;520;1;1;9,25;1,44;0,45
;30,00;8;2;1;8,55;520;0;;10,03;2,40;
;30,00;9;2;2;8,55;520;1;1;10,67;2,22;0,14
;12,00;8;4;2;17,86;400;1;1;7,72;0,84;0,63
;12,00;8;3;2;14,25;450;1;1;11,42;3,78;
1;20,00;8;4;2;15,81;460;0;1;71,74;7,08;0,13
1;20,00;8;4;2;15,81;460;0;1;36,26;10,38;
1;20,00;8;3;3;10,40;540;0;1;110,15;13,20;0,06
1;20,00;8;3;3;10,40;540;0;;81,25;9,00;
1;20,00;8;4;3;15,81;460;0;1;38,20;11,76;
1;20,00;8;4;1;15,81;460;0;1;54,62;10,38;
1;20,00;8;3;3;10,40;540;0;1;129,68;7,08;0,40
1;20,00;8;3;3;10,40;540;0;1;27,73;6,96;0,19
1;20,00;8;3;2;10,40;540;0;1;28,53;3,30;0,45
1;20,00;8;2;1;7,33;600;0;1;9,57;3,72;
1;20,00;8;4;3;15,81;460;0;1;67,86;7,38;0,11
1;20,00;8;3;3;10,40;540;0;1;105,94;10,86;0,15
1;20,00;8;2;1;8,50;560;0;1;14,10;2,04;0,53
1;20,00;8;3;3;10,40;540;0;1;103,31;10,02;0,25
1;20,00;4;2;2;8,61;560;0;1;36,00;5,04;0,17
1;20,00;8;4;4;15,81;460;0;;45,77;9,30;
1;20,00;8;3;3;10,40;540;0;1;105,94;7,68;0,27
1;20,00;8;3;1;12,90;500;0;1;45,48;11,40;
1;20,00;8;3;1;12,90;500;0;1;45,42;10,92;
1;20,00;8;3;3;10,40;540;0;1;45,72;6,96;0,30
1;20,00;8;3;1;10,40;540;0;1;45,80;11,94;
1;20,00;8;4;1;15,81;460;0;;38,65;4,62;0,11
1;20,00;8;4;1;15,81;460;0;;25,94;7,80;
1;20,00;8;4;2;15,81;460;0;1;54,02;9,00;
1;20,00;8;3;3;10,40;540;0;1;48,17;8,04;0,08
1;20,00;8;3;1;10,40;540;0;1;57,30;9,54;
1;20,00;8;4;4;15,81;460;0;1;54,53;8,16;
1;20,00;8;3;2;12,90;500;0;1;53,95;7,26;0,13
1;20,00;8;4;2;15,81;460;0;1;53,84;7,62;0,08
1;20,00;8;4;3;15,81;460;1;1;37,39;10,20;
1;20,00;8;3;1;10,40;540;0;1;28,40;9,18;
1;20,00;8;3;3;10,40;540;0;1;106,43;11,22;
1;20,00;8;4;1;15,81;460;0;1;37,11;9,66;
1;20,00;8;3;2;14,43;420;0;;1,26;8,40;
1;20,00;9;2;1;7,41;600;0;;16,11;5,70;
1;20,00;9;2;1;7,41;600;0;;13,84;3,96;
1;20,00;9;2;1;6,54;600;0;;24,13;6,30;
1;20,00;9;2;1;6,54;600;0;;23,75;5,10;
1;20,00;9;2;1;6,54;600;0;;17,32;3,90;0,11
1;20,00;9;2;1;6,54;600;0;;23,70;7,68;
1;20,00;10;2;2;7,41;600;0;1;24,01;5,52;
1;20,00;8;3;1;15,63;400;0;1;21,83;6,36;
1;20,00;10;3;3;15,63;400;1;1;14,06;3,00;0,14
1;20,00;9;2;2;6,54;600;0;1;24,05;5,46;
1;20,00;9;2;2;6,54;600;0;;24,45;3,84;
1;20,00;7;2;2;7,41;600;1;1;23,42;4,02;0,27
1;20,00;8;3;2;15,63;400;0;1;24,48;4,98;
1;20,00;10;2;2;7,41;600;0;1;23,61;5,64;
1;20,00;8;3;1;17,36;360;0;1;14,33;4,32;
1;20,00;9;2;2;5,77;680;0;;13,77;2,58;0,09
1;20,00;9;2;1;5,77;680;0;1;14,66;3,24;
1;20,00;10;2;2;7,41;600;0;1;23,54;5,22;
1;20,00;10;2;2;7,41;600;0;1;23,58;3,12;0,37
1;20,00;7;3;1;16,89;370;0;1;14,54;7,92;
1;20,00;9;2;2;7,41;600;0;1;24,51;8,64;
1;20,00;8;3;2;15,63;400;0;1;25,52;7,86;
1;20,00;8;3;2;12,02;520;0;1;10,54;2,46;
1;20,00;8;3;1;14,20;440;0;1;12,74;2,94;0,12
1;20,00;8;2;2;7,41;600;0;1;23,37;4,32;
1;20,00;10;2;2;7,41;600;0;1;22,68;5,64;
1;20,00;9;2;2;5,77;680;0;1;22,18;3,42;0,08
1;20,00;8;2;2;9,26;480;0;;23,25;3,42;0,26
1;20,00;8;2;2;9,26;480;0;;22,64;2,34;0,38
1;20,00;8;2;2;9,26;480;0;;19,41;4,68;
1;20,00;8;3;2;15,63;400;0;1;25,43;5,28;
1;20,00;10;2;2;6,54;600;0;1;17,89;4,98;
1;20,00;9;2;2;7,41;600;0;1;14,08;5,28;
1;20,00;10;2;2;6,54;600;0;1;32,89;4,08;0,33
1;20,00;10;2;2;6,54;600;0;;14,83;3,96;
1;20,00;8;3;3;15,63;400;0;1;19,88;2,82;0,31
1;20,00;6;2;1;5,77;680;0;1;14,97;3,54;0,35
1;20,00;8;2;1;7,41;600;0;1;14,63;4,86;
1;20,00;8;2;2;9,26;480;0;1;25,01;4,62;
1;20,00;10;2;2;6,54;600;0;1;25,14;6,54;
1;20,00;9;2;2;5,77;680;1;1;19,43;2,16;0,11
1;20,00;8;2;2;7,41;600;0;1;13,48;2,04;0,40
1;20,00;9;2;2;7,41;600;1;1;14,53;3,12;0,18
1;20,00;8;2;2;7,41;600;1;1;13,43;3,48;0,09
1;20,00;8;2;2;9,26;480;0;1;25,66;8,58;
1;20,00;8;2;1;8,23;540;0;1;15,82;8,28;
1;20,00;8;2;1;9,26;480;0;1;20,48;6,30;
1;20,00;10;2;2;6,54;600;0;1;24,14;4,80;0,10
1;20,00;9;2;1;5,60;350;0;1;15,46;8,46;
1;20,00;9;2;1;5,60;350;0;;23,42;6,24;
1;20,00;9;2;2;6,54;600;0;1;24,23;5,22;
1;20,00;7;2;1;9,26;480;0;;13,84;5,22;
1;20,00;7;2;1;9,26;480;0;;20,63;10,32;
1;20,00;7;2;1;9,26;480;0;;17,69;10,62;
1;20,00;7;2;1;9,26;480;0;;24,43;6,84;
1;20,00;7;2;1;9,26;480;0;;14,59;3,96;
1;20,00;8;2;1;5,77;680;0;1;14,29;3,66;0,13
1;20,00;8;3;2;15,63;400;0;;47,58;6,18;0,07
1;20,00;8;3;2;15,63;400;0;;13,63;3,90;
1;20,00;10;2;2;6,54;600;0;1;22,01;3,60;0,22
1;20,00;10;2;2;6,54;600;0;;24,71;3,48;0,22
1;20,00;8;2;1;6,54;600;0;1;14,04;4,44;
1;20,00;7;2;1;9,26;480;0;1;25,07;9,12;
1;20,00;10;2;2;7,41;600;0;1;50,77;8,34;
1;20,00;10;2;2;7,41;600;0;1;25,08;15,84;
1;20,00;8;3;3;15,63;400;0;1;25,28;5,16;0,14
1;20,00;8;3;3;15,63;400;0;;32,35;5,52;0,29
1;20,00;8;3;2;15,63;400;0;1;25,13;10,38;
1;20,00;8;3;2;15,63;400;0;;26,40;6,60;
1;20,00;8;3;1;15,63;400;0;;24,18;3,06;0,40
1;20,00;8;3;1;15,63;400;0;;22,77;5,16;
1;20,00;8;2;2;9,26;480;0;1;22,77;4,50;0,20
1;20,00;7;2;1;8,23;540;0;1;14,06;5,82;
1;20,00;7;2;1;8,23;540;0;;14,97;6,18;
1;20,00;10;2;2;5,60;350;1;1;22,69;4,38;
1;20,00;9;2;1;7,41;600;0;;24,72;4,20;0,23
1;20,00;9;2;1;7,41;600;0;;24,04;7,62;
1;20,00;9;2;1;7,41;600;0;;24,21;6,06;
1;20,00;9;2;1;7,41;600;0;;23,60;7,08;
1;20,00;9;2;1;7,41;600;0;;23,87;6,48;
1;20,00;9;2;1;7,41;600;0;;24,68;3,42;0,26
1;20,00;9;2;1;7,41;600;0;;24,68;5,46;
1;20,00;9;2;1;7,41;600;0;;22,98;6,54;
1;20,00;9;2;1;7,41;600;0;;18,18;13,62;
1;20,00;9;2;1;7,41;600;0;;23,02;3,72;0,32
1;20,00;8;2;1;7,41;600;0;;13,97;6,00;
1;20,00;9;2;1;7,41;600;0;;44,21;7,08;
;15,00;4;2;1;18,86;640;1;1;4,83;1,50;0,62
;15,00;4;2;1;18,86;640;0;;19,57;7,56;
;15,00;4;2;1;18,86;640;1;1;12,94;4,44;0,17
;15,00;4;2;1;12,55;480;1;1;7,45;3,42;0,15
;15,00;4;2;1;12,55;480;0;;5,31;3,36;
;15,00;5;2;1;9,41;640;1;1;5,37;2,04;
;15,00;2;2;1;12,55;480;1;1;51,10;8,52;0,25
;15,00;2;2;1;12,55;480;0;;47,64;6,42;0,11
;20,00;2;7;1;98,04;360;1;1;0,25;0,12;0,79
;20,00;2;4;1;30,30;440;1;1;0,26;0,54;
1;20,00;8;5;1;13,99;650;1;1;17,78;1,56;0,69
1;20,00;7;5;2;13,59;640;1;1;217,47;9,36;0,23
1;20,00;10;5;3;13,99;650;1;1;148,39;7,32;0,38
1;20,00;9;5;3;13,99;650;1;1;12,85;1,74;0,15
1;20,00;10;5;3;13,99;650;1;1;76,17;6,36;0,17
1;20,00;7;5;1;13,99;650;1;1;3,74;1,38;
1;20,00;7;4;2;28,26;580;1;1;14,92;4,38;
1;12,00;6;4;1;13,33;500;0;1;10,15;3,36;
;10,00;3;9;2;19,81;360;0;1;66,04;8,28;0,13
;10,00;3;9;2;19,81;360;0;;71,30;8,10;0,17
;10,00;3;8;2;19,67;360;0;1;66,55;9,06;
;10,00;3;8;2;19,67;360;0;;89,93;7,62;0,20
;10,00;3;8;2;19,67;360;0;;86,66;6,12;0,26
;23,00;2;2;1;19,34;440;0;1;0,05;0,12;
;23,00;2;1;1;10,81;500;0;1;0,07;0,06;0,67
1;20,00;10;5;4;24,00;500;1;1;138,62;9,18;0,04
;20,00;2;1;1;4,99;680;1;1;0,30;0,18;0,87
;10,00;3;8;2;19,67;360;0;;96,38;5,82;0,21
;10,00;3;8;2;19,67;360;0;;100,46;16,50;
;10,00;1;9;1;19,84;360;1;1;49,52;8,16;0,14
;10,00;1;9;1;19,84;360;0;1;88,90;6,84;0,27
;23,00;3;2;1;5,32;400;0;1;53,91;7,02;0,26
;23,00;3;4;1;8,49;380;1;1;0,71;1,08;
1;20,00;3;3;1;12,06;420;1;1;0,11;0,12;0,50
;15,00;8;2;1;12,55;480;1;1;4,26;0,90;0,36
;15,00;8;2;1;18,86;640;1;1;4,99;3,30;
;15,00;7;2;1;9,41;640;1;1;15,33;7,08;
;15,00;7;2;1;9,41;640;1;1;28,80;5,94;
;15,00;7;2;1;18,86;640;0;;5,49;2,64;
;15,00;7;2;1;18,86;640;1;1;5,17;1,38;0,20
;15,00;8;2;1;9,41;640;1;1;4,89;0,84;0,51
;15,00;8;2;1;18,86;640;1;1;7,55;1,38;0,46
;15,00;8;2;1;18,86;640;1;1;7,74;11,58;
;23,00;9;2;1;8,61;540;1;1;2,49;0,66;0,17
;23,00;9;2;1;8,61;540;1;1;2,88;1,26;
;23,00;9;2;1;8,61;540;0;1;2,63;0,48;0,41
;12,00;7;2;1;18,86;640;1;1;5,12;1,26;0,24
;12,00;7;2;1;18,86;640;1;1;4,57;0,96;0,28
;12,00;8;2;1;18,86;640;1;1;17,64;4,92;
;12,00;8;2;1;18,86;640;0;;10,82;2,76;
;12,00;8;2;1;18,86;640;0;;10,22;2,64;0,13
;12,00;8;3;1;12,99;440;1;1;24,12;5,10;
;12,00;8;3;1;11,20;510;1;1;12,84;2,10;0,38
;12,00;8;3;1;12,99;440;1;1;11,17;3,12;
;12,00;8;3;1;12,99;440;1;1;9,91;1,98;0,27
;12,00;8;3;1;11,20;510;1;1;4,39;0,78;0,56
;12,00;7;3;1;11,20;510;1;1;8,31;1,38;0,44
;15,00;8;2;1;9,41;640;1;1;5,02;1,38;0,27
;15,00;8;2;1;9,41;640;0;;5,33;1,14;0,32
;15,00;7;2;1;18,86;640;1;1;5,35;2,40;
;15,00;7;2;1;12,55;480;1;1;5,62;1,92;
;15,00;7;2;1;9,41;640;1;1;5,13;0,96;0,47
;15,00;7;2;1;9,41;640;0;1;5,24;0,90;0,57
;15,00;7;2;1;9,41;640;1;1;4,06;1,56;
;15,00;7;2;1;9,41;640;0;;5,46;0,84;0,56
;15,00;8;2;1;9,41;640;1;1;5,51;1,92;
;15,00;7;2;1;12,55;480;1;1;16,36;9,36;
;23,00;7;3;1;12,05;400;1;1;4,07;1,80;
;23,00;7;3;1;12,05;400;1;1;4,36;5,82;
;23,00;7;3;1;12,05;400;0;;6,97;2,64;
;23,00;7;3;1;12,05;400;0;;6,48;0,72;0,68
;23,00;7;3;1;12,05;400;0;;11,06;0,42;
;23,00;7;3;1;18,07;400;0;1;4,56;2,76;
;23,00;7;3;1;12,05;400;1;1;4,42;2,94;
;23,00;7;3;1;18,07;400;0;1;4,54;1,50;
;23,00;8;3;1;10,04;480;1;1;2,30;0,42;0,57
;23,00;8;3;1;12,05;400;1;1;2,30;0,36;0,63
;23,00;7;3;1;18,07;400;0;1;4,70;5,10;
;23,00;7;3;3;12,05;400;1;1;13,15;1,62;0,55
;23,00;7;3;1;12,05;400;0;1;3,89;1,08;0,23
;23,00;7;3;1;12,05;400;0;;4,23;1,74;
;23,00;7;3;1;18,07;400;1;1;3,87;0,84;0,21
;23,00;7;3;1;18,07;400;1;1;4,06;1,20;0,17
;23,00;7;3;1;18,07;400;0;1;4,28;0,84;0,46
;23,00;7;3;1;18,07;400;0;;4,75;1,50;0,32
;23,00;7;3;3;12,05;400;1;1;12,24;1,56;0,25
;23,00;7;3;1;12,05;400;0;1;4,40;1,38;0,08
;23,00;7;3;1;12,05;400;0;;4,74;1,50;
;23,00;7;3;1;12,05;400;0;;6,38;1,02;0,61
;23,00;7;3;1;12,05;400;0;;4,49;1,20;0,35
;23,00;7;3;1;12,05;400;0;;6,40;1,56;0,33
;23,00;8;2;2;8,74;480;1;1;4,86;1,14;0,24
;23,00;7;2;2;8,74;480;1;1;4,42;0,84;0,50
;23,00;7;2;1;8,74;480;1;1;6,82;1,62;0,24
;23,00;7;2;1;8,74;480;0;;10,24;2,46;0,32
;23,00;7;2;1;8,74;480;0;;10,11;0,96;0,75
;23,00;7;2;1;8,74;480;0;;14,89;3,06;0,21
;23,00;8;2;2;8,74;480;0;1;5,39;1,68;
;23,00;7;2;1;8,74;480;0;1;5,41;0,96;0,52
;23,00;7;2;2;8,74;480;1;1;5,42;2,10;
;23,00;7;2;2;8,74;480;1;1;5,28;2,64;
;23,00;8;2;2;8,74;480;1;1;5,27;2,04;
;23,00;10;2;2;8,74;480;1;1;5,44;1,38;
;23,00;8;2;2;8,74;480;0;1;5,38;0,60;0,68
;23,00;8;2;2;8,74;480;1;1;5,21;0,90;0,56
;23,00;7;2;2;8,74;480;0;;5,19;1,56;0,15
;23,00;8;2;1;8,74;480;0;1;5,11;1,20;0,22
;23,00;8;2;1;8,74;480;0;;5,36;1,08;0,21
;23,00;8;2;1;8,74;480;0;1;2,69;0,66;0,47
;23,00;8;2;1;8,74;480;0;;5,30;0,90;0,49
;23,00;8;2;2;8,74;480;1;1;5,28;0,84;0,62
;23,00;7;2;1;8,74;480;1;1;2,72;1,26;
;23,00;7;2;1;8,74;480;1;1;5,32;1,92;
;23,00;7;2;1;8,74;480;1;;5,17;5,16;
;23,00;7;2;1;8,74;480;0;;5,17;2,22;
;23,00;7;2;1;8,74;480;0;;12,99;3,30;0,13
;23,00;7;2;2;8,74;480;1;1;5,00;1,14;0,37
;23,00;8;2;1;8,74;480;1;1;7,72;1,44;0,32
;23,00;8;2;1;8,74;480;0;;10,13;1,32;0,44
;23,00;8;2;1;8,74;480;0;;10,35;2,28;0,27
;23,00;8;2;1;8,74;480;1;1;9,97;1,74;0,19
;23,00;8;2;1;8,74;480;0;;7,81;2,10;
;23,00;8;2;1;8,74;480;1;1;7,77;2,58;
1;20,00;9;6;1;25,06;420;0;;1,42;1,20;
;23,00;4;2;1;12,55;480;0;;5,14;3,06;
;23,00;7;2;1;8,74;480;1;1;2,59;1,08;
;23,00;7;2;1;8,74;480;0;;2,64;1,14;
;23,00;7;2;2;9,41;640;1;1;10,64;2,88;
;23,00;7;2;1;18,86;640;1;1;5,63;1,74;
;23,00;7;2;1;9,41;640;1;1;10,59;1,62;0,56
;23,00;7;2;1;9,41;640;1;1;10,82;3,42;
;20,00;2;4;1;14,25;540;1;1;0,40;0,42;0,33
1;20,00;7;3;1;11,76;500;1;1;7,49;3,30;
1;20,00;7;7;1;35,84;620;1;1;5,87;1,02;0,49
1;20,00;8;4;1;14,49;460;1;1;5,87;1,38;0,24
1;20,00;8;5;1;25,51;480;0;1;6,50;3,00;
1;20,00;8;2;1;8,63;460;1;1;7,02;2,34;
1;20,00;8;2;1;11,02;360;0;1;9,91;3,30;
1;20,00;8;2;1;11,02;360;0;;10,91;4,50;
1;20,00;8;2;1;11,02;360;0;;10,40;12,48;
1;20,00;8;2;1;8,63;460;1;1;9,60;5,22;
1;20,00;8;2;1;8,63;460;1;;10,88;9,30;
1;20,00;8;2;1;11,02;360;0;1;10,72;8,58;
1;20,00;8;2;1;8,63;460;0;1;10,98;6,00;
;20,00;3;5;1;29,33;620;0;;32,37;8,10;
;20,00;3;5;1;29,33;620;0;;45,14;5,10;0,26
;20,00;3;5;1;29,33;620;0;;69,97;10,14;
;20,00;3;5;1;29,33;620;0;;42,58;5,10;0,50
;20,00;3;5;1;29,33;620;0;;62,85;3,12;0,10
;20,00;3;5;1;29,33;620;0;;31,92;4,14;0,46
;20,00;8;6;1;44,59;460;0;;100,31;2,88;0,03
;20,00;10;6;1;44,59;460;0;1;36,83;9,60;
;20,00;10;6;1;44,59;460;0;;333,13;11,46;0,22
;20,00;10;6;1;44,59;460;0;;117,52;8,58;0,13
;20,00;10;6;1;44,59;460;0;;245,07;12,00;0,20
;20,00;10;6;2;44,59;460;0;1;126,14;5,58;0,03
;20,00;8;6;1;44,59;460;1;1;50,88;4,86;0,22
;20,00;7;6;1;44,59;460;0;;99,44;9,96;0,13
;20,00;7;6;1;44,59;460;0;1;69,36;9,06;
;20,00;3;5;1;29,33;620;1;1;47,69;5,16;0,23
;20,00;7;6;1;44,59;460;1;1;120,04;10,02;0,17
;20,00;7;6;1;44,59;460;0;;218,20;9,36;
;20,00;10;6;1;44,59;460;0;1;352,86;13,86;
;20,00;10;6;1;44,59;460;0;;291,79;11,34;0,04
;20,00;10;6;1;44,59;460;0;;426,71;12,90;
;20,00;10;6;1;44,59;460;0;;210,57;10,80;0,19
;20,00;10;6;1;44,59;460;0;;331,60;12,60;
;20,00;9;6;2;44,59;460;0;1;137,64;12,12;0,04
;20,00;7;6;1;44,59;460;0;1;69,52;8,40;0,08
;20,00;7;6;1;44,59;460;0;;97,07;9,54;0,12
;20,00;7;6;1;44,59;460;0;1;144,69;11,58;
;20,00;7;6;1;44,59;460;0;;145,28;11,16;0,28
;20,00;10;6;1;44,59;460;0;1;432,31;12,06;0,08
;20,00;10;6;1;44,59;460;0;;152,19;13,32;
;20,00;10;6;1;44,59;460;0;;274,47;11,10;
;20,00;3;6;1;40,65;360;1;1;120,15;14,58;0,17
;20,00;3;6;1;40,65;360;0;;113,60;16,80;
;20,00;3;6;1;40,65;360;0;;116,27;8,64;0,06
;20,00;7;6;1;44,59;460;0;1;40,46;6,66;0,18
;20,00;7;6;1;44,59;460;0;;40,60;9,36;
;20,00;8;6;1;44,59;460;1;1;78,00;6,00;0,12
;20,00;10;6;1;44,59;460;0;;117,88;11,88;
;20,00;10;6;1;44,59;460;0;;321,63;11,16;0,07
;20,00;10;6;1;44,59;460;0;;22,07;3,06;0,33
;20,00;7;6;1;44,59;460;0;1;113,43;11,64;0,14
;20,00;7;6;1;44,59;460;0;;60,67;6,24;0,34
;20,00;7;5;1;44,59;460;0;1;53,44;7,80;0,07
;20,00;7;6;1;44,59;460;0;1;102,91;9,96;
;20,00;7;6;1;44,59;460;0;;95,59;8,94;0,05
;20,00;7;6;1;44,59;460;0;;118,74;13,56;
;20,00;10;6;1;44,59;460;0;1;426,26;12,00;
;20,00;10;6;1;44,59;460;0;1;32,22;6,24;
;20,00;10;6;1;44,59;460;0;;333,56;9,96;0,08
;20,00;9;6;1;44,59;460;0;;430,06;12,00;
;20,00;9;6;1;44,59;460;0;;0,14;0,06;
;20,00;7;6;1;44,59;460;0;1;70,85;12,66;
;20,00;7;6;1;44,59;460;0;;64,81;8,64;0,09
;20,00;7;6;1;44,59;460;0;;122,15;11,28;0,05
;20,00;7;6;1;44,59;460;0;;140,83;7,08;0,31
;20,00;4;6;2;40,65;360;0;;117,89;17,46;
;20,00;4;6;2;40,65;360;0;;119,92;19,74;
;20,00;4;6;2;40,65;360;0;;234,62;9,00;
;20,00;9;6;1;44,59;460;0;1;437,71;10,56;
;20,00;9;6;1;44,59;460;0;;401,21;6,48;0,03
;20,00;9;6;1;44,59;460;0;;421,86;9,24;0,16
;20,00;10;6;1;44,59;460;0;;295,00;10,74;
;20,00;10;6;1;44,59;460;0;;161,47;10,56;
;20,00;10;6;1;44,59;460;0;;265,28;12,06;
;20,00;7;6;1;44,59;460;1;1;70,78;6,36;0,28
;20,00;7;6;1;44,59;460;0;;82,93;11,46;
;20,00;4;6;2;40,65;360;0;1;228,72;4,98;0,09
;20,00;10;6;1;44,59;460;0;;448,06;13,26;0,03
;20,00;10;6;1;44,59;460;0;;107,82;11,76;
;20,00;10;6;1;44,59;460;0;;452,93;15,12;0,13
;20,00;10;6;1;44,59;460;0;;139,96;10,50;
;20,00;10;6;1;44,59;460;0;;445,55;12,90;
;20,00;10;6;1;44,59;460;0;;106,83;12,54;
;20,00;7;6;1;44,59;460;0;;49,29;12,84;
;20,00;9;6;2;44,59;460;0;1;82,27;7,80;0,23
;20,00;7;6;1;44,59;460;0;1;70,04;8,16;
;20,00;7;6;1;44,59;460;0;;70,26;10,56;
;20,00;7;6;1;44,59;460;0;;53,30;7,98;
;20,00;10;6;1;44,59;460;0;1;364,95;12,06;0,05
;20,00;3;5;1;40,65;360;0;;94,59;6,60;
;20,00;3;5;1;40,65;360;0;;106,59;5,28;0,19
;20,00;3;5;1;40,65;360;0;;91,48;5,22;0,10
;20,00;2;6;1;44,59;460;0;;0,83;1,14;
;20,00;9;3;3;16,38;370;1;1;46,19;7,08;
;20,00;7;6;1;44,59;460;0;1;67,96;7,86;0,07
;20,00;2;5;1;29,33;620;0;;165,92;5,28;
;20,00;2;5;1;29,33;620;0;;189,71;15,00;0,14
;20,00;2;5;1;29,33;620;0;;165,56;17,88;
;20,00;2;5;1;29,33;620;0;;189,84;14,70;0,11
;20,00;7;6;1;44,59;460;0;;73,42;7,20;0,07
;20,00;3;5;1;40,65;360;0;;95,54;6,72;0,08
;20,00;10;6;1;44,59;460;0;;151,23;10,44;
;20,00;10;6;1;44,59;460;0;;438,85;12,48;0,05
;20,00;10;6;1;44,59;460;0;;49,12;8,16;
;20,00;4;5;2;29,33;620;0;;127,98;15,54;
;20,00;2;5;1;29,33;620;0;;112,20;9,42;0,10
;20,00;2;5;1;29,33;620;0;;152,87;3,36;0,07
;20,00;3;6;1;40,65;360;0;;118,78;6,78;0,28
;20,00;3;6;1;40,65;360;0;;119,22;8,76;
;20,00;10;6;1;44,59;460;0;;439,77;12,66;0,04
